rm_name,rm_type,lat,lng,source,beds,alt_name
Shree Ganesh Primary School,school,27.7318,85.4632,OSM infrastructure,,
nilkantha secondary boarding school,school,27.7198,85.3642,OSM infrastructure,,
Shree Krishna Prabha Primary School,school,27.7185,85.3365,OSM infrastructure,,
Little Children Academy,school,27.7166,85.3354,OSM infrastructure,,
Faryland Boarding School,school,27.7204,85.3256,OSM infrastructure,,
,school,27.7312,85.3298,OSM infrastructure,,
Morning Bells Montessori,school,27.7315,85.3295,OSM infrastructure,,
Ananda Bhumi High School,school,27.7054,85.3344,OSM infrastructure,,
Bal Bagaicha,school,27.7053,85.3296,OSM infrastructure,,
Maitidevi Boarding High School,school,27.7038,85.3281,OSM infrastructure,,
Helping Hands Community Hospital,hospital,27.7175,85.3462,OSM infrastructure,,
Advanced English Boarding High School,school,27.7164,85.3375,OSM infrastructure,,
Boston International High School,school,27.7125,85.3366,OSM infrastructure,,
New Sunshine Secondary School,school,27.7177,85.3387,OSM infrastructure,,
Nandi Secondary School,school,27.7137,85.3254,OSM infrastructure,,
Nepal Beijing Friendship Hospital,hospital,27.7314,85.3300,OSM infrastructure,,
Albert English Boarding School,school,27.7063,85.3346,OSM infrastructure,,
Apple Academy,school,27.7085,85.3354,OSM infrastructure,,
Little Flower Secondary School,school,27.7087,85.3341,OSM infrastructure,,
Martyrs' Memorial Boarding Secondary School,school,27.7096,85.3361,OSM infrastructure,,
Sai Educare Boarding High School,school,27.7098,85.3364,OSM infrastructure,,
Eden Public School,school,27.7170,85.3434,OSM infrastructure,,
Shridiwa International School,school,27.7184,85.3379,OSM infrastructure,,
Subharambha Secondary School,school,27.7176,85.3425,OSM infrastructure,,
Clinton School,school,27.7173,85.3438,OSM infrastructure,,
Odyssey International Academy,school,27.7406,85.3271,OSM infrastructure,,
Panchayan Celestial School,school,27.7405,85.3259,OSM infrastructure,,
Himalayan Heart Academy,school,27.7488,85.3390,OSM infrastructure,,
Shri Dhapasi Lower Secondary School,school,27.7495,85.3382,OSM infrastructure,,
The Skylark English School,school,27.7483,85.3314,OSM infrastructure,,
Holy Care School,school,27.7440,85.3453,OSM infrastructure,,
The Chandbagh Pre-School,school,27.7428,85.3450,OSM infrastructure,,
Elim Kids Academy,school,27.7343,85.3322,OSM infrastructure,,
Gorakshya Dibya Nikhil Jyoti Vidyashram,school,27.7386,85.3292,OSM infrastructure,,
Maruti Children Hospital,hospital,27.7353,85.3286,OSM infrastructure,,
Whiz Kids International School,school,27.7280,85.3301,OSM infrastructure,,
Anupam Higher Secondary School,school,27.7199,85.3256,OSM infrastructure,,
Newton High School,school,27.7257,85.3365,OSM infrastructure,,
Bellmount International School,school,27.7317,85.3171,OSM infrastructure,,
Diptimaya Bal Awasiya Vidyalaya,school,27.7309,85.3242,OSM infrastructure,,
Motherland Academy,school,27.7220,85.3311,OSM infrastructure,,
New Leera School,school,27.7210,85.3288,OSM infrastructure,,
Learning Zone Academy,school,27.7307,85.3177,OSM infrastructure,,
Suryodaya Jyoti Awasiya English Boarding School,school,27.7037,85.3302,OSM infrastructure,,
Charumati English School,school,27.7165,85.3437,OSM infrastructure,,
Texas International School,school,27.7128,85.3412,OSM infrastructure,,
Jagat Mandir English Boarding School,school,27.7152,85.3424,OSM infrastructure,,
City Montessori,school,27.7002,85.3289,OSM infrastructure,,
APS Sadan,school,27.7410,85.3202,OSM infrastructure,,
Greenland International Secondary Boarding School,school,27.7467,85.3239,OSM infrastructure,,
New Glorious Academy,school,27.7405,85.3215,OSM infrastructure,,
Nirmal Batika Academy,school,27.7435,85.3206,OSM infrastructure,,
Shree Manohar Higher Secondary School,school,27.7376,85.3192,OSM infrastructure,,
Souvenir Boarding School,school,27.7462,85.3267,OSM infrastructure,,
Triyog Higher Secondary School,school,27.7472,85.3259,OSM infrastructure,,
Paradise International Academy,school,27.7133,85.3392,OSM infrastructure,,
Creative English School,school,27.7141,85.3434,OSM infrastructure,,
National Orchid Boarding School,school,27.7151,85.3438,OSM infrastructure,,
The Pole Star English School,school,27.7410,85.3209,OSM infrastructure,,
Golden Garden International School,school,27.7279,85.3491,OSM infrastructure,,
Mahendra Bhawan Higher Secondary School,school,27.7130,85.3340,OSM infrastructure,,
Bijaya Smarak Higher Secondary School,school,27.7050,85.3270,OSM infrastructure,,
Saipal Academy,school,27.7249,85.3486,OSM infrastructure,,
Padma Gyan Mandir English School,school,27.7171,85.3365,OSM infrastructure,,
Vidya Sadan High School,school,27.7231,85.3506,OSM infrastructure,,
Jeevan Jyoti Baikalpik School,school,27.7238,85.3466,OSM infrastructure,,
Tashi Waldorf School,school,27.7416,85.3394,OSM infrastructure,,
Universal College Preparatory School,school,27.7265,85.3350,OSM infrastructure,,
Compact English School,school,27.7187,85.3349,OSM infrastructure,,
Children's Model High School,school,27.7241,85.3327,OSM infrastructure,,
Alakapuri Boarding High School,school,27.7208,85.3357,OSM infrastructure,,
Anmol Jyoti Secondary English Boarding School,school,27.7142,85.3355,OSM infrastructure,,
Anmol Jyoti Secondary School,school,27.7138,85.3350,OSM infrastructure,,
Columbus International School,school,27.7136,85.3353,OSM infrastructure,,
Baluwatar School,school,27.7265,85.3344,OSM infrastructure,,
St. Julian English Boarding School,school,27.7240,85.3521,OSM infrastructure,,
The Elite's Co-Ed,school,27.7120,85.3299,OSM infrastructure,,
,school,27.7045,85.3036,OSM infrastructure,,
ग्रीन सिटी अस्पताल (बसुन्धरा),hospital,27.7372,85.3228,OSM infrastructure,,
Prithvi Secondary Boarding School,school,27.7430,85.3318,OSM infrastructure,,
Ashraya Vidya Sadan,school,27.7034,85.3038,OSM infrastructure,,
Kalash Vidya Mandir,school,27.7031,85.3037,OSM infrastructure,,
Paropakar Higher Secondary School,school,27.7018,85.3032,OSM infrastructure,,
English Preparatory School,school,27.7000,85.3081,OSM infrastructure,,
Gautam English Boarding School,school,27.7003,85.3081,OSM infrastructure,,
Kathmandu Model School,school,27.7192,85.3054,OSM infrastructure,,
A.V.M Secondary School,school,27.7209,85.2974,OSM infrastructure,,
Paradise English Secondary School,school,27.7231,85.3000,OSM infrastructure,,
Namuna English Boarding School,school,27.7034,85.3032,OSM infrastructure,,
Nepal Model School,school,27.7439,85.3317,OSM infrastructure,,
Shree Chandra Bindu International Boarding School,school,27.7437,85.3326,OSM infrastructure,,
Basundhara National School,school,27.7442,85.3314,OSM infrastructure,,
Eden Bridge Academy,school,27.7499,85.3331,OSM infrastructure,,
Mount Glory International Boarding High School,school,27.7455,85.3319,OSM infrastructure,,
Namo Buddha International Model School,school,27.7521,85.3298,OSM infrastructure,,
Tilingatar Higher Secondary School,school,27.7462,85.3308,OSM infrastructure,,
Babyland English Secondary School,school,27.7434,85.3163,OSM infrastructure,,
Fluorescent Higher Secondary School,school,27.7456,85.3184,OSM infrastructure,,
Lunar English Boarding School,school,27.7376,85.3168,OSM infrastructure,,
Nature Boarding High School,school,27.7365,85.3175,OSM infrastructure,,
Gyan Sanskar International School,school,27.7360,85.3180,OSM infrastructure,,
Nepal Matri Griha,school,27.7406,85.3161,OSM infrastructure,,
Nimble Secondary School,school,27.7418,85.3169,OSM infrastructure,,
Rona International Academy,school,27.7476,85.3205,OSM infrastructure,,
Nature Boarding School,school,27.7395,85.3156,OSM infrastructure,,
Madan Bhandari Memorial English Boarding School,school,27.7197,85.3625,OSM infrastructure,,
Bal Bhusan Lower Secondary School,school,27.7031,85.4286,OSM infrastructure,,
Kathmandu International School,school,27.7132,85.3532,OSM infrastructure,,
Hilary High School,school,27.7140,85.3497,OSM infrastructure,,
Som Sarala Ved Vidhyala,school,27.7139,85.3499,OSM infrastructure,,
Fulbright School,school,27.7032,85.4204,OSM infrastructure,,
Mandev Amrit Smriti School,school,27.7031,85.4261,OSM infrastructure,,
Nabin English School,school,27.7061,85.4185,OSM infrastructure,,
Gyandeep Siksha Sadan,school,27.7147,85.3499,OSM infrastructure,,
New Life Health Care Pvt. Ltd.,hospital,27.7143,85.3500,OSM infrastructure,,
Mahan Siddhartha High School,school,27.7153,85.3545,OSM infrastructure,,
Chamunda Higher Secondary School,school,27.7223,85.3797,OSM infrastructure,,
Himalayan Internatinal Model High School,school,27.7234,85.3808,OSM infrastructure,,
Shree Bal Byabasayi Kendra Secondary School,school,27.7107,85.3406,OSM infrastructure,,
Mount Ural Teaching Academy,school,27.7230,85.3792,OSM infrastructure,,
Deerwalk Sifal School,school,27.7119,85.3414,OSM infrastructure,,
Seto Bangla Boarding School,school,27.7116,85.3382,OSM infrastructure,,
New Buddha Prakash Secondary School,school,27.7214,85.3785,OSM infrastructure,,
The Rising Star English Boarding School,school,27.7212,85.3797,OSM infrastructure,,
Mount View School,school,27.7137,85.3436,OSM infrastructure,,
Indrawati Public School,school,27.7151,85.3592,OSM infrastructure,,
Buddha Pashupati Academy,school,27.7154,85.3601,OSM infrastructure,,
Lords Light Academy,school,27.7156,85.3641,OSM infrastructure,,
HEMS School,school,27.7087,85.3379,OSM infrastructure,,
Nepal Adarsha Secondary School,school,27.7007,85.3096,OSM infrastructure,,
Nirmal Vidyapeeth Secondary School,school,27.7015,85.3095,OSM infrastructure,,
Bal Sewa Secondary School,school,27.7027,85.3085,OSM infrastructure,,
Bidhyodaya Secondary School,school,27.7025,85.3072,OSM infrastructure,,
mhf,hospital,27.7537,85.3301,OSM infrastructure,,
Angel's World International Academy,school,27.7406,85.3335,OSM infrastructure,,
Fluoresent Academy,school,27.7367,85.3216,OSM infrastructure,,
J.B. Memorial English School,school,27.7438,85.3280,OSM infrastructure,,
Canvas International Higher Secondary School,school,27.7264,85.3177,OSM infrastructure,,
Nepal Police School,school,27.7329,85.3189,OSM infrastructure,,
Amity Wits Co-Education English Secondary School,school,27.7347,85.3209,OSM infrastructure,,
My Land Academy,school,27.7323,85.3203,OSM infrastructure,,
Oracle Ray Academy,school,27.7334,85.3194,OSM infrastructure,,
Takshashila Academy,school,27.7331,85.3199,OSM infrastructure,,
Green Kantipur Higher Secondary School,school,27.7222,85.2836,OSM infrastructure,,
Reed Model School,school,27.7221,85.2841,OSM infrastructure,,
International Peace Academy,school,27.7245,85.2856,OSM infrastructure,,
Saraswati Vidhya Mandir,school,27.7239,85.2867,OSM infrastructure,,
Queens Garden Academy,school,27.7331,85.2884,OSM infrastructure,,
Janajagriti Gyan Rashmi Secondary School,school,27.7301,85.2947,OSM infrastructure,,
Vibhati Vidhya Mandir,school,27.7240,85.2932,OSM infrastructure,,
Graded Education Ment School,school,27.7307,85.2899,OSM infrastructure,,
New Creative Secondary School,school,27.7319,85.2891,OSM infrastructure,,
Bon Skylark International Secondary School,school,27.7191,85.3461,OSM infrastructure,,
Sagarmatha Vidya Mandir,school,27.7152,85.3472,OSM infrastructure,,
Elixir Academy,school,27.7145,85.3544,OSM infrastructure,,
Prerana School,school,27.7157,85.3510,OSM infrastructure,,
Prerana School,school,27.7158,85.3508,OSM infrastructure,,
Little Climbers English School,school,27.7226,85.2810,OSM infrastructure,,
Himalayan Valley Academy,school,27.7283,85.2851,OSM infrastructure,,
Lovely Kids Montessori School,school,27.7303,85.2826,OSM infrastructure,,
Pragya Jyoti English School,school,27.7135,85.2976,OSM infrastructure,,
KERIC Academy Secondary School,school,27.7358,85.3030,OSM infrastructure,,
Pragati Higher Secondary Boarding School,school,27.7315,85.3037,OSM infrastructure,,
Elysian Fields School,school,27.7211,85.2953,OSM infrastructure,,
Jun Montessori School,school,27.7519,85.3471,OSM infrastructure,,
British Gurkha Academy School,school,27.7458,85.3403,OSM infrastructure,,
St. Joseph English Secondary School,school,27.7521,85.3461,OSM infrastructure,,
Little Hands School,school,27.7579,85.3508,OSM infrastructure,,
Bhakti International School,school,27.7584,85.3494,OSM infrastructure,,
Palistha Academy,school,27.7575,85.3490,OSM infrastructure,,
Bhadrakali English Medium School,school,27.7587,85.3509,OSM infrastructure,,
Amardip Secondary School,school,27.7562,85.3491,OSM infrastructure,,
Tungram International Academy Higher Secondary School,school,27.7555,85.3468,OSM infrastructure,,
Saurdeep Boarding School,school,27.7264,85.2962,OSM infrastructure,,
Supreme International High School,school,27.7170,85.3511,OSM infrastructure,,
Baby Angel English Secondary School,school,27.7235,85.2765,OSM infrastructure,,
Sayapatri Children Education Academy,school,27.7021,85.3295,OSM infrastructure,,
Peoples Friendly Academy,school,27.7215,85.2827,OSM infrastructure,,
Esteem Learning School,school,27.7180,85.3512,OSM infrastructure,,
Disneyland Pre-School,school,27.7185,85.3507,OSM infrastructure,,
Bright Land Higher Secondary School,school,27.7306,85.3044,OSM infrastructure,,
Riviera International School,school,27.7183,85.3536,OSM infrastructure,,
Kohinoor School,school,27.7322,85.3038,OSM infrastructure,,
Bigyan High School,school,27.7378,85.3510,OSM infrastructure,,
Neighbourhood English High School,school,27.7385,85.3501,OSM infrastructure,,
Bright Heaven Boarding School,school,27.7331,85.3040,OSM infrastructure,,
Baba Boarding High School,school,27.7200,85.3491,OSM infrastructure,,
Arunodaya Secondary School,school,27.7058,85.3057,OSM infrastructure,,
Kanya Secondary School,school,27.7059,85.3068,OSM infrastructure,,
Kesh Chandra Primary School,school,27.7069,85.3080,OSM infrastructure,,
Next Generation Residential Academy,school,27.7059,85.3063,OSM infrastructure,,
Loyalty Academy,school,27.7369,85.3536,OSM infrastructure,,
Stephens International School,school,27.7410,85.3372,OSM infrastructure,,
Ekta English Boarding School,school,27.7084,85.3067,OSM infrastructure,,
Kanya Mandir Higher Secondary School,school,27.7100,85.3089,OSM infrastructure,,
Lumbini Academic Foundation,school,27.7202,85.3495,OSM infrastructure,,
Little Genius English Secondary School,school,27.7213,85.2917,OSM infrastructure,,
Bhakta Vidhyashram Secondary School,school,27.7088,85.3070,OSM infrastructure,,
Shree Shram Rastriya Secondary School,school,27.7170,85.3548,OSM infrastructure,,
Satya Sai Academy,school,27.7158,85.3528,OSM infrastructure,,
,school,27.7163,85.3532,OSM infrastructure,,
The Excel Public School,school,27.7169,85.2818,OSM infrastructure,,
Open House English Boarding School,school,27.7079,85.3039,OSM infrastructure,,
Swarnim Sikshya Sadan,school,27.7100,85.3050,OSM infrastructure,,
Paradigm Public School,school,27.7289,85.3131,OSM infrastructure,,
Pushpa Kunja High School,school,27.7325,85.3121,OSM infrastructure,,
SEB School,school,27.7287,85.3128,OSM infrastructure,,
Scholar's Home Academy,school,27.7327,85.3142,OSM infrastructure,,
Shree Ganesh Himal Secondary School,school,27.7336,85.3132,OSM infrastructure,,
Yuwa Sahavagati Secondary School,school,27.7158,85.2801,OSM infrastructure,,
Small Heaven Boarding School,school,27.7109,85.3055,OSM infrastructure,,
Small Heaven Boarding School,school,27.7103,85.3062,OSM infrastructure,,
Whitefield English Boarding School,school,27.7105,85.3061,OSM infrastructure,,
Whitefield English Boarding School,school,27.7097,85.3061,OSM infrastructure,,
Saraswati Boarding School,school,27.7124,85.3084,OSM infrastructure,,
Ananta Mangal Sadan,school,27.7336,85.3035,OSM infrastructure,,
Nepal Yubak Secondary School,school,27.7147,85.3080,OSM infrastructure,,
Shree Panchakanya Lower Secondary School,school,27.7314,85.3368,OSM infrastructure,,
Basbari Higher Secondary School / Chiran Milan Bishwashanti Campus,school,27.7411,85.3450,OSM infrastructure,,
Euro Kids Pre School Specialist,school,27.7397,85.3437,OSM infrastructure,,
Old Ganesh Higher Secondary School,school,27.7611,85.3522,OSM infrastructure,,
Guheshwari Boarding High School,school,27.7414,85.3441,OSM infrastructure,,
National United School,school,27.7608,85.3515,OSM infrastructure,,
Oliver Public School,school,27.7378,85.3449,OSM infrastructure,,
Shreyai Balsansar,school,27.7460,85.3482,OSM infrastructure,,
Valley Public Higher Secondary School,school,27.7499,85.3526,OSM infrastructure,,
Manjari Secondary School,school,27.7533,85.3468,OSM infrastructure,,
Gyan Jyoti Academy,school,27.7434,85.3407,OSM infrastructure,,
Modern Educare Montessori Based School,school,27.7462,85.3413,OSM infrastructure,,
Kumari English Boarding School,school,27.7009,85.3048,OSM infrastructure,,
The Chandbagh School Pipalbot,school,27.7414,85.3438,OSM infrastructure,,
Happy Home Kinder World,school,27.7232,85.3790,OSM infrastructure,,
Bhanubhakta Memorial Higher Secondary School,school,27.7268,85.3249,OSM infrastructure,,
Chandra Tara School,school,27.7237,85.3240,OSM infrastructure,,
Sunrise Boarding School,school,27.7262,85.3252,OSM infrastructure,,
Aradhana Academy,school,27.7312,85.3104,OSM infrastructure,,
Basanta Ritu English Boarding School,school,27.7268,85.3167,OSM infrastructure,,
Gandaki Public Boarding School,school,27.7254,85.3081,OSM infrastructure,,
Marshyangdi Boarding High School,school,27.7263,85.3079,OSM infrastructure,,
Mother International Academy,school,27.7259,85.3124,OSM infrastructure,,
New Himalayan Bidya Mandir Higher Secondary School,school,27.7239,85.3147,OSM infrastructure,,
The Imperial Academy,school,27.7298,85.3108,OSM infrastructure,,
Vijaya Secondary Boarding School,school,27.7274,85.3108,OSM infrastructure,,
White Haven Academy,school,27.7336,85.3106,OSM infrastructure,,
,dam,27.7048,85.4824,OSM infrastructure,,
Childrens Eternal Academy,school,27.7211,85.3088,OSM infrastructure,,
Eternal Light Public Higher Secondary School,school,27.7218,85.3089,OSM infrastructure,,
National Star High School,school,27.7203,85.3104,OSM infrastructure,,
Precious National Academy Higher Secondary School,school,27.7239,85.3085,OSM infrastructure,,
Siddhi Ganesh Higher Secondary School,school,27.7184,85.3102,OSM infrastructure,,
Bright Zone International School,school,27.7166,85.3724,OSM infrastructure,,
Buddha Academy,school,27.7180,85.3701,OSM infrastructure,,
Merryland English School,school,27.7152,85.3716,OSM infrastructure,,
Peace Nepal Secondary School,school,27.7153,85.3709,OSM infrastructure,,
Pearls English Academy,school,27.7159,85.3697,OSM infrastructure,,
Timeline International Academy,school,27.7149,85.3710,OSM infrastructure,,
Ages Graded English Higher Secondary School,school,27.7199,85.3658,OSM infrastructure,,
Arun Jyoti Vidya Mandir,school,27.7205,85.3698,OSM infrastructure,,
Centennial Higher Secondary School,school,27.7207,85.3704,OSM infrastructure,,
Children's Garden Pre-School,school,27.7185,85.3668,OSM infrastructure,,
Children's Liberty English Boarding School,school,27.7197,85.3690,OSM infrastructure,,
Kantipur Academy High School,school,27.7203,85.3670,OSM infrastructure,,
Mount Summit Boarding School,school,27.7204,85.3668,OSM infrastructure,,
Om Vajra Public School,school,27.7188,85.3671,OSM infrastructure,,
Pegasus English School,school,27.7175,85.3672,OSM infrastructure,,
Bipul Sikshya Sadan,school,27.7151,85.3665,OSM infrastructure,,
Charles Darwin Academy,school,27.7145,85.3677,OSM infrastructure,,
Sirjana Secondary English School,school,27.7143,85.3684,OSM infrastructure,,
World Angel Academy,school,27.7097,85.3016,OSM infrastructure,,
Buddha Jyoti Academy,school,27.7097,85.3011,OSM infrastructure,,
Little Buddhas Academy,school,27.7119,85.2994,OSM infrastructure,,
Bibhuti International School,school,27.7106,85.3001,OSM infrastructure,,
New Arunodaya English Higher Secondary School,school,27.7109,85.2990,OSM infrastructure,,
Budhanilakantha Model Community Academy,school,27.7682,85.3649,OSM infrastructure,,
Dhurba Tara Boarding High School,school,27.7679,85.3554,OSM infrastructure,,
Diamond English Medium Higher Secondary School,school,27.7648,85.3543,OSM infrastructure,,
Mother's Castle School,school,27.7746,85.3633,OSM infrastructure,,
Kathmandu Vidya Mandir,school,27.7228,85.3526,OSM infrastructure,,
Tara Sadan English School,school,27.7219,85.3524,OSM infrastructure,,
Arunima Sishu Sadan,school,27.7254,85.3574,OSM infrastructure,,
Samaj Dental Hospital,hospital,27.7257,85.3576,OSM infrastructure,,
Shri Janakalyan Higher Secondary School,school,27.7257,85.3580,OSM infrastructure,,
Progressive English Secondary School,school,27.7232,85.3554,OSM infrastructure,,
Progressive English Secondary School,school,27.7234,85.3555,OSM infrastructure,,
Shechan Clinic & Hospice,hospital,27.7246,85.3599,OSM infrastructure,,
three star school,school,27.7259,85.3631,OSM infrastructure,,
Three Star English School,school,27.7263,85.3630,OSM infrastructure,,
Shree Nawa Jagriti Secondary School,school,27.7283,85.3633,OSM infrastructure,,
Adarsha Yog-Hari Higher Secondary School,school,27.7185,85.3149,OSM infrastructure,,
Balbikash Boarding School,school,27.7788,85.3612,OSM infrastructure,,
Budhanilakantha Ved Vidya Ashram,school,27.7782,85.3620,OSM infrastructure,,
Diamond School,school,27.7783,85.3594,OSM infrastructure,,
Himalaya Boarding High School,school,27.7769,85.3616,OSM infrastructure,,
Shristi Gyan Academy,school,27.7791,85.3578,OSM infrastructure,,
Blooming Flower Montessori School,school,27.7707,85.3601,OSM infrastructure,,
Budhanilakantha Higher Secondary School,school,27.7768,85.3627,OSM infrastructure,,
Fusion Academy,school,27.7828,85.3559,OSM infrastructure,,
Panchakanya Secondary School,school,27.7801,85.3526,OSM infrastructure,,
Shree Ram Lower Secondary School,school,27.7697,85.3473,OSM infrastructure,,
St. Xavier English Academy,school,27.7755,85.3639,OSM infrastructure,,
Standford English Boarding School,school,27.7679,85.3527,OSM infrastructure,,
Three Star Academy,school,27.7686,85.3526,OSM infrastructure,,
Valley Public Kindergarten,school,27.7697,85.3502,OSM infrastructure,,
Gyan Jyoti Lower Secondary School,school,27.7011,85.4450,OSM infrastructure,,
Shree Mahakali Primary School,school,27.7012,85.4510,OSM infrastructure,,
Vidyodaya English School,school,27.7088,85.2990,OSM infrastructure,,
Divya Gyan English Boarding High School,school,27.7069,85.3009,OSM infrastructure,,
Dallu Awasiya Vidyalaya,school,27.7088,85.3010,OSM infrastructure,,
Holy Vision International Higher Secondary School,school,27.7018,85.2942,OSM infrastructure,,
Kathmandu Valley School and College,school,27.7033,85.2950,OSM infrastructure,,
Brain Land Academy,school,27.7337,85.3508,OSM infrastructure,,
Sypres Public School,school,27.7332,85.3496,OSM infrastructure,,
Zenith International English School,school,27.7325,85.3509,OSM infrastructure,,
Blooming Buds International School,school,27.7006,85.3413,OSM infrastructure,,
Loyala Higher Secondary School,school,27.7002,85.3425,OSM infrastructure,,
Gyan Bhumi Secondary School,school,27.7568,85.3063,OSM infrastructure,,
Him Rashmi High School,school,27.7505,85.3072,OSM infrastructure,,
Kathmandu Lincoln School,school,27.7544,85.3070,OSM infrastructure,,
Kindergarten Secondary School,school,27.7492,85.3054,OSM infrastructure,,
Maha Laxmi English High School,school,27.7596,85.3113,OSM infrastructure,,
New Crease English Secondary School,school,27.7435,85.3067,OSM infrastructure,,
North Valley English Secondary School,school,27.7619,85.3008,OSM infrastructure,,
Pragya Sadan Primary School,school,27.7233,85.3131,OSM infrastructure,,
Om Education Academy,school,27.7109,85.3076,OSM infrastructure,,
Bal Bikash Lower Secondary School,school,27.7118,85.3060,OSM infrastructure,,
Ursa Major Children's Academy,school,27.7166,85.3045,OSM infrastructure,,
Angel's Heart Higher Secondary School,school,27.7430,85.3125,OSM infrastructure,,
Image Secondary Boarding School,school,27.7404,85.3097,OSM infrastructure,,
Jeevan Jyoti English Boarding School,school,27.7467,85.3103,OSM infrastructure,,
Laligurans National Academy,school,27.7442,85.3140,OSM infrastructure,,
Manmaiju Secondary School,school,27.7513,85.3118,OSM infrastructure,,
Peace Land Academy,school,27.7454,85.3093,OSM infrastructure,,
Shree Mansingh Dharma Secondary School,school,27.7455,85.3114,OSM infrastructure,,
Shuvakamana English Boarding School,school,27.7447,85.3073,OSM infrastructure,,
Swarna Deep English School,school,27.7410,85.3125,OSM infrastructure,,
,school,27.7518,85.3119,OSM infrastructure,,
Blue Horizon Academy,school,27.7233,85.3260,OSM infrastructure,,
Shree Dhumrabarah Secondary School,school,27.7252,85.3428,OSM infrastructure,,
The Insight Vision Higher Secondary School,school,27.7269,85.3419,OSM infrastructure,,
Universal Higher Secondary School,school,27.7227,85.3403,OSM infrastructure,,
The Insight Vision HS School,school,27.7260,85.3433,OSM infrastructure,,
Gothatar English Secondary School,school,27.7073,85.3769,OSM infrastructure,,
Radha Krishna Lower Secondary School,school,27.7062,85.4596,OSM infrastructure,,
Kankeshwori Secondary School,school,27.7071,85.3034,OSM infrastructure,,
New Zenith English Model School,school,27.7106,85.3037,OSM infrastructure,,
Nepal Rastriya Lower Secondary School,school,27.7116,85.3040,OSM infrastructure,,
Surena English Boarding School,school,27.7128,85.3031,OSM infrastructure,,
Whitefield English Boarding School,school,27.7157,85.3031,OSM infrastructure,,
Shobha Bhagwati English Boarding School,school,27.7156,85.3025,OSM infrastructure,,
Kathmandu E.N.T. Hospital and Research Center,hospital,27.7037,85.3182,OSM infrastructure,,
Siddhartha Public Academy,school,27.7048,85.3179,OSM infrastructure,,
Kathmandu Vidya Kunja School,school,27.7507,85.3250,OSM infrastructure,,
Adwitiya Boarding School,school,27.7352,85.2986,OSM infrastructure,,
Asha Vidhyashram,school,27.7361,85.2964,OSM infrastructure,,
Amar English Secondary School,school,27.7622,85.3301,OSM infrastructure,,
Bindhyabasini Secondary School,school,27.7650,85.3319,OSM infrastructure,,
Ganesh English Secondary School,school,27.7652,85.3301,OSM infrastructure,,
Laxmipur English Secondary School,school,27.7702,85.3322,OSM infrastructure,,
Oasis Public School,school,27.7744,85.3305,OSM infrastructure,,
Sathya Sai Shikshya Sadan,school,27.7601,85.3312,OSM infrastructure,,
Shri Saraswati Higher Secondary School,school,27.7664,85.3316,OSM infrastructure,,
Pancha Kanya School,school,27.7085,85.4697,OSM infrastructure,,
Api School,school,27.7556,85.3268,OSM infrastructure,,
Niten Memorial School,school,27.7557,85.3263,OSM infrastructure,,
All Nepal Hospital,hospital,27.7345,85.3175,OSM infrastructure,,
Approach English School,school,27.7493,85.3368,OSM infrastructure,,
Children Herald English School,school,27.7499,85.3371,OSM infrastructure,,
Gyan Sindhu Academy,school,27.7383,85.3219,OSM infrastructure,,
अन्तर्राष्ट्रिय मैत्री बाल अस्पताल (महाराजगञ्ज),hospital,27.7313,85.3264,OSM infrastructure,,
Saptagandaki Secondary Boarding School,school,27.7383,85.3237,OSM infrastructure,,
Sarathi Pathshala,school,27.7521,85.3355,OSM infrastructure,,
Suvarnabhumi Vidhyalaya,school,27.7515,85.3385,OSM infrastructure,,
Creative Model Academy Boarding High School,school,27.7193,85.3245,OSM infrastructure,,
Pushpa Bal Academy,school,27.7185,85.3230,OSM infrastructure,,
,school,27.7196,85.3243,OSM infrastructure,,
Lily Flower Boarding School,school,27.7206,85.3507,OSM infrastructure,,
Balkumari School,school,27.7334,85.3646,OSM infrastructure,,
Little Moon High School,school,27.7321,85.3629,OSM infrastructure,,
Hamro Sunshine School,school,27.7334,85.3680,OSM infrastructure,,
Kailash Bodhi School,school,27.7312,85.3650,OSM infrastructure,,
Gangchen Samling School,school,27.7297,85.3701,OSM infrastructure,,
Mansarovar Academy,school,27.7268,85.3641,OSM infrastructure,,
Shree Mangal Dvip Boarding School,school,27.7258,85.3645,OSM infrastructure,,
Sambotta High School,school,27.7285,85.3684,OSM infrastructure,,
Srongtsen Bhrikuti Boarding High School,school,27.7282,85.3668,OSM infrastructure,,
Genesis Academy,school,27.7260,85.3691,OSM infrastructure,,
Tashi Orphan School,school,27.7245,85.3665,OSM infrastructure,,
Samata Academy,school,27.7227,85.3681,OSM infrastructure,,
Lord Buddha Secondary School,school,27.7221,85.3679,OSM infrastructure,,
Wits Academy,school,27.7263,85.3720,OSM infrastructure,,
Manjushree Community School,school,27.7242,85.3706,OSM infrastructure,,
Shangrila Public School,school,27.7252,85.3743,OSM infrastructure,,
Shanti Adarsha Secondary School,school,27.7209,85.3726,OSM infrastructure,,
Vidhya Sagar English Boarding School,school,27.7200,85.3719,OSM infrastructure,,
Chhahari Sikshya Sadan,school,27.7251,85.3756,OSM infrastructure,,
Readers International Model School,school,27.7253,85.3768,OSM infrastructure,,
Saraswoti Higher Secondary School,school,27.7269,85.3770,OSM infrastructure,,
Eyelens English High School,school,27.7293,85.3807,OSM infrastructure,,
Venus Public School,school,27.7296,85.3786,OSM infrastructure,,
