rm_name,rm_type,lat,lng,source,beds,alt_name
Shree Puspa Ganga PRA V,school,27.7790,85.5878,OSM infrastructure,,
Falateshwor PRA V,school,27.7747,85.6158,OSM infrastructure,,
Sipatinghara Sanskrit Uchha Ma V,school,27.7728,85.6082,OSM infrastructure,,
Shree Chandrawati PRA V,school,27.7632,85.6321,OSM infrastructure,,
Shree Rajeshwori Higher Secondary School,school,27.7625,85.6202,OSM infrastructure,,
Balsudhar Ni Ma V,school,27.7562,85.6225,OSM infrastructure,,
Shree kalika PRA V,school,27.7605,85.6076,OSM infrastructure,,
Shree Dhotar PRA V,school,27.7531,85.6050,OSM infrastructure,,
Shree Indrawati PRA V,school,27.7487,85.6072,OSM infrastructure,,
Bhimeshwori Higher Secondary School,school,27.7485,85.6362,OSM infrastructure,,
Shree Seti Devi Ma V,school,27.7247,85.6409,OSM infrastructure,,
Shree kalika PRA V,school,27.7220,85.6683,OSM infrastructure,,
Shree Suryodaya PRA V,school,27.7292,85.6737,OSM infrastructure,,
Shree Chandeshwaree Higher Secondary School,school,27.7370,85.6557,OSM infrastructure,,
Shree Jaleshwori Ni Ma V,school,27.7464,85.6705,OSM infrastructure,,
Shree Shipateendhara Janata Ma V,school,27.7528,85.6502,OSM infrastructure,,
Shree Saraswoti Ni Ma V,school,27.7405,85.6394,OSM infrastructure,,
Shree Sarbasudhar PRA V,school,27.7524,85.6351,OSM infrastructure,,
Tapgau primary school,school,27.9066,85.8060,OSM infrastructure,,
Seti Devi Ma Vi,school,27.9211,85.7883,OSM infrastructure,,
Gondegau Pra V,school,27.9152,85.7763,OSM infrastructure,,
Jugal Pra V,school,27.8966,85.7584,OSM infrastructure,,
Kalidevi Ma Vi,school,27.8959,85.7786,OSM infrastructure,,
Shree Seti Devi Primary School,school,27.8875,85.8479,OSM infrastructure,,
Shree Sundar Danda PRA V,school,27.7372,85.8150,OSM infrastructure,,
Shree Chamunadevi Ni Ma V,school,27.7288,85.8272,OSM infrastructure,,
Shree BP Aadarsa PRA V,school,27.7370,85.8035,OSM infrastructure,,
Shree Panchakanya PRA V,school,27.7126,85.8343,OSM infrastructure,,
Shree Daneswori PRA V,school,27.7036,85.8201,OSM infrastructure,,
Shree Saraswoti PRA V,school,27.7040,85.8309,OSM infrastructure,,
Shree Sundaradevi Primary School,school,27.7822,85.8218,OSM infrastructure,,
Shree Kupakanyaa Secondary School,school,27.7755,85.8187,OSM infrastructure,,
Shree Binjyal Primary School,school,27.7609,85.7942,OSM infrastructure,,
Shree Phalate Devi Pra V,school,27.7594,85.7859,OSM infrastructure,,
Shree Keurenidanda Primary School,school,27.7752,85.7727,OSM infrastructure,,
Shree Mangalamai Primary School,school,27.7783,85.7990,OSM infrastructure,,
Shree Chyandanda Primary School,school,27.7929,85.7854,OSM infrastructure,,
Shree Kalleri Primary School,school,27.7892,85.7799,OSM infrastructure,,
Shri Setidevi Primary School,school,27.7779,85.7642,OSM infrastructure,,
Kali Devi H.S.S,school,27.7300,85.7710,OSM infrastructure,,
Shree Jageshwori PRA V,school,27.8306,85.5637,OSM infrastructure,,
Shree Golmadevi S S,school,27.9540,85.5484,OSM infrastructure,,
Shree Mahakali Nindeshwori PRA V,school,27.8933,85.5317,OSM infrastructure,,
Shree Mahendra Kanti U Ma V,school,27.7028,85.7753,OSM infrastructure,,
Shree Seti Devi PRA V,school,27.7257,85.7877,OSM infrastructure,,
Shree Bhumeshowri Ma V,school,27.7044,85.8130,OSM infrastructure,,
Shree Ratankot Ni Ma V,school,27.7074,85.8385,OSM infrastructure,,
Shree Betrawoti L.S.S,school,27.7238,85.7932,OSM infrastructure,,
Shree Risankumane PRA V,school,27.9101,85.5605,OSM infrastructure,,
Shree Sarkathali PRA V,school,27.9864,85.5344,OSM infrastructure,,
Shree Nurbuling Secondary School,school,27.9466,85.5665,OSM infrastructure,,
Shree Manikantheswori PRA V,school,27.9043,85.5503,OSM infrastructure,,
Shree Satdhara PRA V,school,27.9030,85.5673,OSM infrastructure,,
Shree Mahendra Uchha Ma V,school,27.9117,85.5384,OSM infrastructure,,
Shree Hari Siddhi Samudayik PRA V,school,27.9141,85.5277,OSM infrastructure,,
Shri Banakalidevi Secondary School,school,27.8704,85.8079,OSM infrastructure,,
Pra V Hagam,school,27.8604,85.8082,OSM infrastructure,,
Shree Jugal Lower Secondary School,school,27.8342,85.8088,OSM infrastructure,,
Satkanya Ni Ma V,school,27.9422,85.7732,OSM infrastructure,,
Solethan Pra V,school,27.8664,85.7454,OSM infrastructure,,
Singha Mai Pra V,school,27.8588,85.7651,OSM infrastructure,,
Ghyuldevi Ni Ma V,school,27.9165,85.7571,OSM infrastructure,,
Ghyualdevi Ni Ma V,school,27.9159,85.7623,OSM infrastructure,,
Singeshwori Lower Secondary School,school,27.8359,85.7592,OSM infrastructure,,
Selang Ma Vi,school,27.8462,85.7505,OSM infrastructure,,
Selang Pra V,school,27.8541,85.7533,OSM infrastructure,,
Rameshwar Ma V,school,27.8338,85.7755,OSM infrastructure,,
Setidevi Ma V,school,27.8542,85.7851,OSM infrastructure,,
Dobang Pokhari Ni Ma Vi,school,27.8718,85.7741,OSM infrastructure,,
Ratna Rajya U Ma Vi,school,27.8728,85.7597,OSM infrastructure,,
Bhumeshwori Pra V,school,27.8423,85.7790,OSM infrastructure,,
Ananda Uchha Ma V,school,27.8114,85.7679,OSM infrastructure,,
Shree Sarvodaya Ni Ma V,school,27.8823,85.5016,OSM infrastructure,,
Shree Urleni PRA V,school,27.8644,85.5044,OSM infrastructure,,
Shree Bhanjyang PRA V,school,27.8849,85.5130,OSM infrastructure,,
Shree Padmeshwori PRA V,school,27.8963,85.5013,OSM infrastructure,,
Shree Nandajyoti Pra V,school,27.7344,85.5537,OSM infrastructure,,
Bindhya Basni Ma V,school,27.7099,85.6480,OSM infrastructure,,
Kali Kumari Pra V,school,27.7035,85.6465,OSM infrastructure,,
Him Jyoti Pra V,school,27.7031,85.6614,OSM infrastructure,,
Shree Pacha Kanya Primary School,school,27.7263,85.5611,OSM infrastructure,,
Shree Bramhayani Secondary School,school,27.7341,85.5906,OSM infrastructure,,
Shree Tapeshwor Higher Secondary School,school,27.7330,85.5771,OSM infrastructure,,
Shree Dedithumka Higher Secondary School,school,27.7191,85.6173,OSM infrastructure,,
Shree Seti Devi Primary School,school,27.7032,85.6275,OSM infrastructure,,
Kangesowra Pra Vi,school,27.9797,85.3150,OSM infrastructure,,
Sundara Ni Ma Vi,school,27.9681,85.3241,OSM infrastructure,,
Mangaleshwori Pra Vi,school,27.9691,85.3430,OSM infrastructure,,
Chelaune Pra vi,school,27.9463,85.3499,OSM infrastructure,,
Shree Kiran Pra.Vi.,school,27.9261,85.3422,OSM infrastructure,,
Sri Gufa Devi Pra Vi,school,27.9602,85.2548,OSM infrastructure,,
Sri Binayak Ma. VI.,school,27.9344,85.2057,OSM infrastructure,,
Shri Bidhyoprajan Pra Vi,school,27.9697,85.0824,OSM infrastructure,,
Shree Bhumedevi Pra.Vi.,school,27.9559,85.1314,OSM infrastructure,,
Shree Deurali Ma Vi,school,27.9751,85.0883,OSM infrastructure,,
Shree Gyanjyoti Pra Vi,school,28.0243,85.0212,OSM infrastructure,,
Shree Sanu Kimtang Ma Vi,school,28.0187,85.0320,OSM infrastructure,,
Shree Ratna Ma. V,school,27.9741,85.1407,OSM infrastructure,,
Shree Sacherta Pra Vi,school,27.9765,85.1615,OSM infrastructure,,
Shree Janasakti Prathamik Vidhyalaya,school,27.9571,85.1529,OSM infrastructure,,
Shree Bagh Bhairab Ni.Ma.Vi.,school,27.9845,85.0627,OSM infrastructure,,
Shree Ratandeu Pra Vi,school,27.9086,85.2088,OSM infrastructure,,
Shree Shivalaya Pra Vi,school,27.9200,85.2096,OSM infrastructure,,
Sri BP Smriti Pra Vi,school,27.9477,85.2337,OSM infrastructure,,
Shree Bhume Devi Uchha Ma Vi,school,27.9704,85.1079,OSM infrastructure,,
Shree Narayan Devi Higher Secondary School,school,27.9045,85.1891,OSM infrastructure,,
Sri Vidhya Niketan Pra Vi,school,27.9200,85.1802,OSM infrastructure,,
Shri Chhetrapal Uccha Ma V,school,27.9042,85.2414,OSM infrastructure,,
Shree Ganesh Uccha Ma V,school,27.9224,85.2498,OSM infrastructure,,
Ganesh Ma V,school,27.9212,85.2625,OSM infrastructure,,
Shree Bagiswori Higher Secondary School,school,27.9503,85.2292,OSM infrastructure,,
Sri Mahalaxmi Pra Vi,school,27.9265,85.1925,OSM infrastructure,,
Rastriya U M V,school,27.8896,85.2847,OSM infrastructure,,
Kalika Ma V,school,27.8996,85.2948,OSM infrastructure,,
Shree Singhadevi Pra V,school,27.9062,85.3085,OSM infrastructure,,
Shree Panchakanya Ma V,school,27.8895,85.3277,OSM infrastructure,,
Devaki Dharam Ni Ma V,school,27.8953,85.3233,OSM infrastructure,,
Shree Bhumesthan Pra V,school,27.8927,85.3521,OSM infrastructure,,
Shree Saptakanya Pra V,school,27.8848,85.3346,OSM infrastructure,,
Shree Gangadevi Pra V,school,27.9294,85.3770,OSM infrastructure,,
Shree Mangaladevi Ma V,school,27.9112,85.3567,OSM infrastructure,,
Rukmani U M V,school,27.9221,85.3818,OSM infrastructure,,
Dhandakharka Pra V,school,27.9434,85.3801,OSM infrastructure,,
Shree Kalyan Uccha Ma V,school,27.9202,85.3693,OSM infrastructure,,
Shri Om Shiva Shankar Pra V,school,27.8970,85.4064,OSM infrastructure,,
Kamal Manik Ni Ma V,school,27.9045,85.4064,OSM infrastructure,,
Kuljyoti Pra V,school,27.8896,85.3906,OSM infrastructure,,
Shri Balkalyan Pra V,school,27.9071,85.3830,OSM infrastructure,,
Shree Panchkanya Ni Ma V,school,27.9386,85.3639,OSM infrastructure,,
Shree Shikharbesi Pra Vi,school,27.9673,85.3964,OSM infrastructure,,
Sundaradevi Lower Secondary School,school,27.9323,85.3521,OSM infrastructure,,
Shree Nawasanjiwani Ma V,school,27.9103,85.2925,OSM infrastructure,,
Shree Balkanya Pra V,school,27.9167,85.2709,OSM infrastructure,,
Shree Jagrit Ni Ma V,school,27.9264,85.2730,OSM infrastructure,,
Shree Kapileshwor Pra V,school,27.9012,85.2802,OSM infrastructure,,
Bhumesthan Pra Vi,school,27.9702,85.4122,OSM infrastructure,,
Shree Shivalaya Pra V,school,27.9304,85.2527,OSM infrastructure,,
Shree Kalika Ni Ma Vi,school,28.0180,85.1628,OSM infrastructure,,
Shree Jaya Buddha Manetar Pra Vi,school,27.9997,85.1732,OSM infrastructure,,
Shree Ganesh Pra Vi,school,28.0092,85.1491,OSM infrastructure,,
Shree Mahadev Pra Vi,school,28.0122,85.1453,OSM infrastructure,,
Shree Simrangchaur Ni Ma Vi,school,28.0145,85.1498,OSM infrastructure,,
Shree Bhawani Secondary School,school,27.7849,85.2580,OSM infrastructure,,
Shree Manakamana Pra Vi,school,28.0020,85.1224,OSM infrastructure,,
Shree Mahalaxmi Primary School,school,27.7795,85.2530,OSM infrastructure,,
Shri Jalju Khola Ma Vi,school,28.0274,85.1063,OSM infrastructure,,
Shree Ramchandra Ni Ma Vi,school,27.9709,85.1846,OSM infrastructure,,
Shree Keraghari Pra Vi,school,27.9713,85.1993,OSM infrastructure,,
श्री नेत्रावती प्राथमीक बिध्यालय,school,28.0148,84.9182,OSM infrastructure,,
Shree Ijara Ni Ma Vi,school,27.9074,84.9086,OSM infrastructure,,
Shree Sirdevi Pra Vi,school,27.9113,84.9311,OSM infrastructure,,
Shree Shankos School,school,27.9362,84.9047,OSM infrastructure,,
Shree Mangala Devi Pra Vi,school,27.8990,84.9151,OSM infrastructure,,
Shree Ahal Danda Pra Vi,school,27.9049,84.9165,OSM infrastructure,,
BP Smriti Hospital,hospital,27.7374,85.3262,OSM infrastructure,,
Shree Panchakanya Ma Vi,school,27.9465,84.9300,OSM infrastructure,,
Shree Shoraghar Pra Vi,school,27.9182,84.9327,OSM infrastructure,,
Shree Saraha Devi Pra Vi,school,27.8957,84.9346,OSM infrastructure,,
Shree Lekali PRA V,school,28.1151,85.0232,OSM infrastructure,,
"Jyoti Primary School, Gyarcho",school,28.1234,85.0202,OSM infrastructure,,
Shree Lapa Ma V,school,28.1675,85.0123,OSM infrastructure,,
Shree Saath Kanya Devi Pra V,school,28.1834,85.0273,OSM infrastructure,,
Shree Timla Ni Ma V,school,28.1762,85.0452,OSM infrastructure,,
Shree Newarpani Pra Vi,school,27.8628,84.9191,OSM infrastructure,,
Shree Hindung Pra V,school,28.2161,85.0813,OSM infrastructure,,
Shree Chyamra Devi Ni Ma V,school,28.1766,85.0846,OSM infrastructure,,
Shree Mukrap Devi Uchha Ma V,school,28.1590,85.0561,OSM infrastructure,,
Shree Kharsa Gaun Pra V,school,28.1755,85.0935,OSM infrastructure,,
Shree Dong Den Devi Ma V,school,28.1754,85.1120,OSM infrastructure,,
Shree Lasang Karpo Pra V,school,28.2006,85.1163,OSM infrastructure,,
Shree Ganesh Himal PRA V,school,28.0528,84.9833,OSM infrastructure,,
Shree Brichet Ma V,school,28.0614,84.9978,OSM infrastructure,,
Shree Rudra Devi PRA V,school,28.0436,84.9808,OSM infrastructure,,
Shree Satya Devi Pra V,school,28.0331,85.0056,OSM infrastructure,,
Shree Sthaniya Bhumi PRA V,school,28.0369,84.9843,OSM infrastructure,,
Shree Salmetar Pra V,school,28.0317,84.9583,OSM infrastructure,,
Shree Sarswoti Prathamik Vidyalaya,school,27.7135,85.1381,OSM infrastructure,,
Shree Netrawati Pra V,school,28.0418,84.9561,OSM infrastructure,,
Gitamata Madhyamik Vidyalaya,school,27.7100,85.2968,OSM infrastructure,,
Shree Singala Devi Ma V,school,28.1252,85.0344,OSM infrastructure,,
Shree Jharlang Pra V,school,28.1294,85.0367,OSM infrastructure,,
Shree Pabitra Primary V,school,28.0941,85.0202,OSM infrastructure,,
Shree Duwang Pra V,school,28.1713,85.0686,OSM infrastructure,,
Shree Ratmata Pra V,school,28.0393,84.9214,OSM infrastructure,,
Shree Kalika Devi Pra V,school,28.0515,84.9400,OSM infrastructure,,
Shree Pancha kanya PRA V,school,27.8241,85.5604,OSM infrastructure,,
Shree Jattashankar Pra V,school,27.9694,84.9333,OSM infrastructure,,
Shree Sitaladevi Pra V,school,28.1110,84.9967,OSM infrastructure,,
Shree Laligurans Pra V,school,28.0801,84.9697,OSM infrastructure,,
Shree Buddha Pra V,school,28.0784,84.9801,OSM infrastructure,,
Shree Himalaya Pra V,school,28.0934,84.9977,OSM infrastructure,,
Shree Ree Gau Uccha Ma V,school,28.0916,84.9896,OSM infrastructure,,
Shree Chandeswary Pra V,school,27.7478,85.1779,OSM infrastructure,,
Shree Lamasthan Ni Ma Vi,school,27.9788,84.9042,OSM infrastructure,,
Shree Duikanya Pra Vi,school,28.0280,84.9854,OSM infrastructure,,
Shree Jana Chahana Pra Vi,school,28.0053,84.9630,OSM infrastructure,,
श्री कार्कीगाँउ उच्च माध्यामीक बिध्यालय,school,28.0211,84.9083,OSM infrastructure,,
Shree Jaljale Bhanjyang PRA V,school,28.0011,84.9155,OSM infrastructure,,
Shree Balbikas Pra Vi,school,27.9309,84.9865,OSM infrastructure,,
Shree Namrung Pra Vi,school,27.9422,85.0052,OSM infrastructure,,
Shree Jana Kalyan Pra Vi,school,27.9506,84.9791,OSM infrastructure,,
Shree Salla Ghari Pra Vi,school,27.9366,84.9530,OSM infrastructure,,
Shree Tamai Ratmate Ma Vi,school,27.9509,84.9702,OSM infrastructure,,
Shri Surya Kunda Pra Vi,school,27.9523,84.9442,OSM infrastructure,,
Shree Sunkanya PRA vi,school,27.9551,84.9536,OSM infrastructure,,
Shree Kunda Devi PRA V,school,28.0818,85.0271,OSM infrastructure,,
Shri Namuna Pra Vi,school,27.9936,84.9204,OSM infrastructure,,
Shree Mahendra Barahi Uchha Ma Vi,school,27.9722,84.9354,OSM infrastructure,,
"Lama Guru School, JugheDhara",school,27.9095,84.9467,OSM infrastructure,,
Shree Manrupi Ma Vi,school,27.9529,84.9056,OSM infrastructure,,
Shree Batuwa Pra Vi,school,27.9383,84.9169,OSM infrastructure,,
Shree Rudra Kanya Pra Vi,school,27.9270,84.9106,OSM infrastructure,,
Dhading Boarding School,school,27.9082,84.9032,OSM infrastructure,,
Shree Baldevi Pra V,school,27.8908,85.0598,OSM infrastructure,,
,school,27.9704,85.5587,OSM infrastructure,,
shree satyawati higher secondary school,school,27.8087,84.9402,OSM infrastructure,,
Tribeni Sadan English School Football Ground,school,27.7941,85.3285,OSM infrastructure,,
Aditya School,school,27.7326,85.2925,OSM infrastructure,,
,hospital,27.7334,85.3463,OSM infrastructure,,
NIC Academy,school,27.7256,85.2865,OSM infrastructure,,
New Florence International Boarding School,school,27.7010,85.3018,OSM infrastructure,,
Snowland Ranag Light of Education School,school,27.7688,85.3606,OSM infrastructure,,
Ganesh Higher secondary school,school,27.7593,85.3545,OSM infrastructure,,
Trishuli Hydro Power Dam,dam,27.9249,85.1469,OSM infrastructure,,
Trimurti Academy,school,27.7403,85.3442,OSM infrastructure,,
Rasuwa District Hospital,hospital,28.1100,85.2967,OSM infrastructure,,
Mulpani Primary Health Center,hospital,27.7144,85.3931,OSM infrastructure,,
,school,27.7396,85.3140,OSM infrastructure,,
Gothatar Health Post,hospital,27.7081,85.3715,OSM infrastructure,,
,school,27.8579,84.9182,OSM infrastructure,,
Phyaluling Madhaymic Bhidhalaya,school,27.7885,85.3395,OSM infrastructure,,
,hospital,27.8462,85.1308,OSM infrastructure,,
Bolde Ni Ma V,school,27.9426,85.7922,OSM infrastructure,,
Gautam Pra V,school,27.9113,85.7787,OSM infrastructure,,
Bhimsen Ma V,school,27.8848,85.7488,OSM infrastructure,,
Adarsha Pra V,school,27.8879,85.7772,OSM infrastructure,,
Shepgau Pra V,school,27.8467,85.7193,OSM infrastructure,,
Shree Kalansha Primary School,school,27.8197,85.7890,OSM infrastructure,,
,school,27.8558,85.6455,OSM infrastructure,,
Shree Pancha Pokhari PRA V,school,27.8591,85.6694,OSM infrastructure,,
Shree Bal Bikash PRA V,school,27.8953,85.5947,OSM infrastructure,,
Shree Bhumeshori PRA V,school,27.9027,85.6271,OSM infrastructure,,
Shree Satkanya PRA V,school,27.9459,85.6514,OSM infrastructure,,
Shree Panchakanya Primary School,school,27.8286,85.7891,OSM infrastructure,,
Shree Siddhartha Primary School,school,27.8320,85.7962,OSM infrastructure,,
吉隆镇完全小学,school,28.3925,85.3267,OSM infrastructure,,
Mahakali School Subedi dada,school,27.7145,85.5777,OSM infrastructure,,
Gothatar Health Post,hospital,27.7081,85.3716,OSM infrastructure,,
,dam,28.1865,85.3000,OSM infrastructure,,
,dam,28.1865,85.2998,OSM infrastructure,,
,school,27.7969,85.6888,OSM infrastructure,,
,school,27.8107,85.6861,OSM infrastructure,,
,school,27.7917,85.7042,OSM infrastructure,,
,school,27.8487,85.4616,OSM infrastructure,,
shree kalikadevi secondary school,school,27.8036,85.5545,OSM infrastructure,,
balbatika,school,27.7234,85.3758,OSM infrastructure,,
jorpati lions school,school,27.7271,85.3792,OSM infrastructure,,
chahari kala kendra,school,27.7254,85.3760,OSM infrastructure,,
shree kalika chetana secondary school,school,27.7598,85.5815,OSM infrastructure,,
,hospital,27.7209,85.3704,OSM infrastructure,,
venus high school,school,27.7303,85.3791,OSM infrastructure,,
nepalaya school,school,27.7310,85.3804,OSM infrastructure,,
,school,27.7932,85.7533,OSM infrastructure,,
,school,27.8005,85.7402,OSM infrastructure,,
,school,27.8038,85.7164,OSM infrastructure,,
,school,27.7162,85.7242,OSM infrastructure,,
Divine Buds Educational Academy,school,27.7299,85.3607,OSM infrastructure,,
,school,27.7299,85.3607,OSM infrastructure,,
बैरेनी अस्पताल,hospital,27.8012,84.9878,OSM infrastructure,,
Euro School,school,27.7630,85.3483,OSM infrastructure,,
