lon,lat,2026-08-26_0000,2026-08-26_0800,2026-08-26_1600,2026-08-27_0000,2026-08-27_0800,2026-08-27_1600,2026-08-28_0000,2026-08-28_0800,2026-08-28_1600,2026-08-29_0000,2026-08-29_0800,2026-08-29_1600,2026-08-30_0000,2026-08-30_0800,2026-08-30_1600,2026-08-31_0000,2026-08-31_0800,2026-08-31_1600,2026-09-01_0000,2026-09-01_0800,2026-09-01_1600,2026-09-02_0000,2026-09-02_0800,2026-09-02_1600,2026-09-03_0000,2026-09-03_0800,2026-09-03_1600,2026-09-04_0000,2026-09-04_0800,2026-09-04_1600,2026-09-05_0000,2026-09-05_0800,2026-09-05_1600,2026-09-06_0000,2026-09-06_0800,2026-09-06_1600
85.550537,27.926474,,,,,,-10.81,-13.32,,,,-19.86,,,,,-12.05,-30.67,-17.61,,-15.28,,,,,-10.21,-22.98,-22.79,-29.37,-29.26,-15.23,-20.56,-23.54,-27.18,-18.66,-22.4,
85.550537,27.945886,,,,10.33,,-17.16,-22.88,,,,,,,,,,,,,,,,,,,,-17.03,-34.48,,,-12.52,,-12.27,,,
85.57251,27.71271,12.01,,11.85,,,,14.05,,,,,,,,10.84,,-25.52,,,-19.2,,,,,,-15.32,,,,,,,,,,
85.57251,27.73216,11.44,,13.88,12.88,,,19.05,10.87,16.74,15.79,,11.48,,,,,-25.63,,,-16.99,,,,,,-13.85,,10.45,,,12.48,,,,,
85.57251,27.751607,14.15,,17.23,12.22,,,23.87,,16.16,19.34,,10.82,,,,,-22.63,,,,12.12,,,,10.53,,,10.03,,,,,,,,
85.57251,27.771051,14.81,17.63,23.49,20.22,16.03,11.67,40.19,17.83,19.55,15.63,,15.58,,,,,,,,,10.77,,,,,,14.34,,,,,,,,,
85.57251,27.790491,24.53,15.61,20.43,15.49,14.52,,22.65,17.91,16.56,13.61,,28.39,24.99,16.67,,15.77,-10.64,10.26,18.74,,,,15.22,12.82,,,,17.63,,11.37,,,12.6,11.72,,12.61
85.57251,27.809927,12.54,,,,,,17.94,10.46,,15.64,-12.2,12.33,16.7,,,,,,13.57,,,,,,,,,,,,,,,,,
85.57251,27.82936,10.11,,,,,-12.66,,,,,,,10.29,,,,,,,,,,,,,,,,,,,-10.68,,,,
85.57251,27.84879,10.31,,,,,,,,,,,,,,,,,,,-13.38,,,,,,-10.45,,,,,,-14.27,,,,
85.57251,27.868216,,,,,,-17.91,,,11.41,,-24.79,,22.18,,16.46,12.18,,13.85,,,,,-17.32,,,-27.13,,,,,,-15.32,,,-16.02,
85.57251,27.887639,,,,,,,,,22.79,,,,11.53,,,,,10.3,,-11.32,,,,,,-26.47,,,-25.98,,,,,,,
85.57251,27.907058,12.18,,35.93,,,,11.39,,24.21,,,,14.26,,,,,26.73,,,21.79,,,18.1,,,,,,14.05,,,,,,10.13
85.57251,27.926474,,,,35.13,,,21.5,,,,,,,,,,,,,,,,,,-11.89,,,-11.51,,,,,,,,
85.57251,28.217289,,,,37.02,119.02,89.91,11.33,12.13,10.68,13.29,,32.35,19.0,24.57,,16.92,,-13.24,-28.97,,-14.66,,,,-29.21,,,-29.74,-29.18,-36.28,-18.38,,,-28.88,,
85.594482,27.71271,,,,,,,21.32,,19.03,,,,,,,,-28.91,,,-24.91,,,,,,-30.92,,,,,,-14.42,,,,
85.594482,27.73216,12.15,,,,-12.99,,17.56,,19.01,,-10.74,,,,,,-28.28,,,-21.28,,,,,,-20.31,,,,,11.41,,,,,
85.594482,27.751607,,,11.08,,,,28.45,25.26,19.95,17.25,,17.64,12.81,12.83,15.12,13.23,-21.63,,,,,,,16.36,19.48,,10.61,15.26,,,21.78,,14.7,10.94,,
85.594482,27.771051,13.26,13.5,15.72,12.94,,,20.98,10.8,,,-28.45,,,,,10.48,-38.35,,,,,,,,,,19.39,10.38,,,16.86,,10.53,,,
85.594482,27.790491,21.9,,24.85,,,,22.77,15.15,14.63,15.25,-34.61,23.87,20.14,,,,-32.17,,10.37,,,,,,11.99,,10.53,,,,,,,11.55,-13.54,
85.594482,27.809927,15.55,,10.22,,-14.89,,29.74,23.61,10.39,16.3,-40.83,13.33,20.95,,,,-32.72,,11.06,-11.0,,10.32,,,,-12.62,,11.05,,,,,,10.12,-14.74,
85.594482,27.82936,10.67,11.6,,,-20.27,,12.68,,,,-22.44,11.9,15.93,,,,-13.42,,11.5,-10.73,,,,,11.97,-23.17,,,,,12.08,-18.64,,,-11.1,
85.594482,27.84879,15.24,10.43,13.32,,-14.46,,22.04,,12.96,20.67,,12.98,,17.64,,,,,18.46,-12.75,,12.92,,,12.65,-21.82,,,,,17.73,-10.55,,11.51,-13.83,
85.594482,27.868216,,11.11,,,,-24.22,,12.57,15.6,,,13.64,,,,,-11.4,,,-16.67,,,-15.35,,-12.24,-33.66,,-10.12,-22.69,,11.26,-23.43,,,-27.22,
85.594482,27.887639,,,,,-11.0,-23.66,-13.35,,11.37,,,,,,16.77,11.31,,10.59,-13.85,,,,-22.08,-19.23,,-16.4,,,,,12.97,,,,,
85.616455,27.71271,,,,,,,,,,,-11.52,,,,,,-21.56,,,-18.68,,,,,,-20.19,,,,,,-14.03,,-10.13,,
85.616455,27.73216,,,,,-17.66,,11.15,,,,-24.33,,,,,,-26.28,,,-21.58,,,,,,-31.46,,,,,,-12.26,,-11.54,-12.43,
85.616455,27.751607,,,,,-16.96,,18.39,,,,-38.02,,,,,,-40.22,,,,,,,,10.61,-29.73,,,,,,,,,,
85.616455,27.771051,20.59,,13.49,,-12.47,,17.63,,,,-53.72,,,,,,-55.31,,,-13.09,,,,,10.03,-10.52,19.92,10.9,23.05,27.16,,,,,,
85.616455,27.790491,10.98,,21.71,,-29.29,,17.75,32.18,23.51,19.35,,12.42,11.23,,,,,,,-22.63,,13.02,,,,-16.78,12.38,,-12.12,,,-11.87,,,-16.28,
85.616455,27.809927,,,,,-28.38,-17.03,22.11,24.56,14.17,18.59,-53.77,11.9,,10.46,10.66,,-54.25,-16.79,,-25.8,,13.42,,,17.06,-26.39,,,-18.03,,,,,,-11.3,
85.616455,27.82936,14.24,24.51,15.98,,,,22.2,23.82,14.61,22.89,,16.2,12.57,,21.18,,-18.94,,,-10.89,,,,,,,,,,,19.13,,,10.78,-19.97,
85.616455,27.84879,,,15.72,-12.68,,,49.07,,15.39,17.37,,11.37,,,,,,,10.67,,18.38,,,-11.63,,,-12.06,,,13.66,,,,,,
85.616455,27.868216,,,,,,-15.25,,-10.55,,,,11.95,,,,,,,,-19.21,,,-18.85,-12.26,-13.37,,-12.6,,,,,,,-11.17,,
85.616455,27.887639,,-17.13,,,-22.52,-31.89,-13.8,,-13.42,,-12.83,,,,,11.61,,20.22,16.36,-20.24,16.71,,,,,-24.56,,,-19.72,,,-11.33,,,-14.09,
85.616455,27.907058,,,21.98,16.5,,-10.28,,12.28,,,,,14.07,,,,,25.06,,,,,-10.97,20.7,21.65,,,,,,13.38,,,,,13.47
85.616455,27.926474,,,,21.4,,,,,,,,,,,14.98,,,,,,,,,,17.39,,,,,,,,,,,
85.638428,27.71271,12.74,,10.34,,,,22.83,19.43,17.65,13.09,,,,,,,-14.18,14.17,,-17.03,,,,,,-14.1,,,-11.7,,,,,,-13.36,
85.638428,27.73216,,,,,-38.3,-16.7,20.11,15.67,,,-41.34,-10.96,,,,,-38.8,,,-28.53,,,,,,-36.01,,,-11.64,,,-15.53,,,,
85.638428,27.751607,,,,,-18.83,-11.49,15.22,,,,,-14.0,-14.31,,,,,,,,,,,,,,,,,,,-12.95,,,,
85.638428,27.771051,22.68,,29.18,27.96,,-14.98,34.73,,,-14.09,,-13.34,-13.37,23.17,20.21,-10.2,,,,,,17.17,,,20.0,,12.04,,,14.06,,,,10.88,,10.89
85.638428,27.790491,14.03,,,10.7,,-16.68,20.95,,,-10.4,,,,,,,,,18.47,,,,,,,,,,,,,,-12.6,,,
85.638428,27.809927,,,,,,-15.6,18.65,13.19,,,,,,13.64,13.57,,,-18.06,,,,25.11,,,,,11.77,13.15,,10.9,,,,15.9,,
85.638428,27.82936,,,,,,,18.24,,,,,,,,,,,,,,,18.84,,,,,,,,,,,,,,
85.638428,27.868216,,,,14.4,,,11.65,,,,,,,,,,,,,,,,,,11.74,,,,,,,,,,,
85.638428,27.887639,,,,,,-27.56,,,35.04,13.8,,20.46,23.28,,13.14,,,,15.62,,20.21,,,,10.65,,,,,,,,,,,
85.638428,27.907058,15.02,,22.81,,-16.33,-21.9,,24.09,35.02,14.97,14.74,29.1,23.18,,12.84,14.48,,21.61,18.36,,21.96,10.49,,,17.87,-15.89,,,-25.62,,,,,,-15.05,
85.638428,27.926474,25.61,,73.26,39.22,,16.59,19.23,,52.71,45.25,,41.43,52.53,,37.57,26.84,,,16.07,,66.0,,,45.94,44.83,,20.74,13.4,,21.59,14.36,,,32.69,,12.74
85.638428,27.945886,,,14.3,,,,15.68,30.89,30.17,30.9,21.57,41.6,43.53,46.28,33.43,26.13,23.55,31.3,16.84,,20.8,,,28.6,22.69,10.73,,14.61,,19.42,12.22,,,17.46,-14.11,13.13
85.638428,27.965294,,-21.5,,-13.92,-17.2,,14.64,58.84,36.04,38.23,52.25,60.5,64.66,62.79,63.75,49.35,28.37,33.86,28.04,46.62,46.56,18.19,,42.44,29.63,22.27,20.27,24.32,18.05,27.14,24.53,17.48,23.44,23.14,,27.35
85.638428,27.9847,24.65,,,,,,54.77,,,54.55,,,40.87,,,29.37,,,19.03,,,,,,19.15,,,,,,20.34,,,,,
85.6604,27.71271,23.79,24.87,22.68,14.91,10.6,17.24,38.13,32.57,25.25,22.14,10.34,,14.06,18.76,20.38,17.05,,21.4,18.88,,,13.14,,,,-15.83,13.94,,-17.26,,,-13.58,,-19.9,-24.62,
85.6604,27.73216,-13.54,-10.22,,,-22.82,,13.69,,,,,-20.81,,-11.31,,,,,,-31.33,,,,,,-33.2,,,-21.03,-15.6,,-33.47,,,-20.74,
85.6604,27.751607,,,,,,,,,,,,-14.04,,,,-10.37,,,,,,,,,17.94,,,,,-12.83,,,,,,
85.6604,27.771051,13.42,,11.12,10.48,,-12.5,15.37,,,,,17.98,,,,-10.93,,10.73,11.84,,,12.2,,,10.59,,,,,10.27,,,,19.87,,
85.6604,27.790491,17.25,,10.42,,,,,,,-14.5,,,,,-12.48,,,13.45,,,,15.51,,,16.35,,,,,21.34,,,,,,
85.6604,27.809927,,,21.82,,,,-17.62,,,,,,,,,-20.57,,,,,,15.27,,,-11.3,,,,,11.96,,,,,,15.8
85.6604,27.82936,,,,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.6604,27.887639,14.06,,18.89,18.16,,-15.15,11.36,49.71,34.12,12.14,35.22,39.79,38.48,,27.05,21.62,12.84,-10.66,16.58,,27.73,12.08,-19.22,26.98,36.31,,,,-17.83,,-19.32,-22.04,,,-31.99,
85.6604,27.907058,44.49,,36.57,,10.9,-16.86,11.78,,41.51,21.72,24.81,36.65,27.02,10.53,58.9,19.34,15.89,,16.49,,20.26,16.76,,22.39,20.65,,10.18,,,10.58,,,10.28,14.02,-12.18,36.75
85.6604,27.926474,,-17.22,,,,,28.0,30.93,27.64,26.36,15.35,30.63,18.08,17.3,32.37,15.43,,,,,,,-16.43,,-10.35,-27.53,,,-10.03,,,-14.23,,,-12.24,
85.6604,27.945886,,-17.57,,,,,22.51,39.58,40.31,21.67,19.26,28.08,14.41,36.79,34.41,,,,,-15.63,,,-10.98,,,,,,,,,10.35,,,,
85.6604,27.965294,17.38,,16.6,,,,37.21,46.76,42.73,59.43,34.56,53.08,53.34,47.62,56.03,34.13,,,10.73,16.12,18.55,,,26.06,16.53,,,10.8,,,14.83,16.02,22.65,19.47,11.64,18.42
85.6604,27.9847,113.17,73.7,52.78,56.02,13.68,23.66,162.91,248.96,214.96,89.05,70.35,53.09,33.04,40.77,44.58,45.62,45.75,13.64,18.91,43.23,35.38,11.98,27.96,63.57,37.04,47.8,,,12.35,,16.94,48.59,22.81,12.99,17.63,36.57
85.682373,27.71271,20.81,30.18,24.63,14.41,28.76,,38.13,,19.64,12.47,,,14.07,,10.62,18.23,-14.24,18.32,20.13,,,,,,16.93,-10.7,32.38,26.44,-21.04,,,,14.22,,-20.88,
85.682373,27.73216,,,11.21,,,,,,,,,,,,,,,,,,10.68,,,,,,,,,,,,,,,
85.682373,27.751607,,,,,,,16.17,,,,,,,,,,-12.03,,,,,,-14.13,,11.44,-17.51,,,-14.32,,,,,,,
85.682373,27.771051,,,,,-14.62,,,-17.54,,,,,,,,,,,,,,,,,,-10.82,,,,,,,,,,
85.682373,27.790491,,,,,-18.15,,,-14.12,,,-11.26,12.68,,,,,,,,11.28,,,-10.21,,,-11.42,,,,,,,,,,
85.682373,27.809927,,,,,-12.37,,-14.56,-20.0,,,-16.49,,,,,,,,,16.02,,,,,,,,-12.93,,,-12.51,,13.11,21.36,,17.32
85.682373,27.926474,,,31.82,,,,28.17,57.34,76.85,36.54,,,36.47,,,52.13,23.0,19.58,12.62,,16.17,,21.7,36.62,,,,,12.71,15.55,22.21,,,,,31.34
85.682373,27.9847,,,,,,,280.4,,,,,,22.74,,,,,,,,,,,,,,,,,,,,,,,
85.704346,27.71271,22.38,15.02,17.73,,37.54,,23.44,,,10.24,,13.3,,,,,,10.36,18.49,-14.15,16.68,,,,11.9,,,22.99,-13.75,,,,,,-13.32,
85.704346,27.73216,15.22,40.09,,14.16,31.17,12.81,23.07,,16.9,,,,,,,,-16.88,,,-14.96,,,-44.71,,13.56,-23.48,,,-13.55,18.13,,,,,,
85.704346,27.751607,,18.61,,,,,10.72,,,,,,,,,,,,,,,,-13.05,,,-12.62,,,,,,,,,,
85.704346,27.771051,,,,,-19.17,-15.52,,,,,,,,,,,,,,,,,,,,-13.2,,,,,,,,,,
85.704346,27.790491,,,,,-15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41,,
85.704346,27.809927,,,,,,,,,,,,,,-15.21,,,,,,12.98,,,,,-14.26,,,,,,,,13.91,18.38,,12.6
85.726318,27.71271,34.74,18.23,13.45,,20.16,,20.47,,,,-10.65,,,,15.76,11.47,,,28.43,,14.63,32.12,,,16.81,,10.4,,-14.11,,,-13.61,,,,
85.726318,27.73216,18.73,23.82,16.45,13.14,24.37,,19.79,,19.35,18.36,,,14.61,,,,,,,,,,-40.17,-14.01,13.84,-13.65,,10.62,-15.37,10.1,,,,,,
85.726318,27.751607,10.39,14.46,11.92,,,,,,13.12,15.02,,,10.47,,,,,,,,,,-30.64,,15.52,-11.59,,,,,,,,,,
85.726318,27.771051,,,,,,,,,,,,,10.17,,,,,,,,,,,,,,,,,,,,,11.82,,
85.726318,27.790491,,,,,-11.87,,,-11.28,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.7,
85.726318,27.809927,,,,16.37,10.33,,11.73,-13.61,,13.32,,,,-17.38,,11.46,,,,,,,,,,,,,10.58,10.53,,,,,-18.1,
85.748291,27.71271,23.41,19.45,12.37,,11.77,-11.18,,-28.75,-26.87,-19.67,-35.82,-24.57,,,,,,,14.43,,14.62,,-32.88,-11.8,,-13.61,,-13.45,-48.21,-36.87,-22.85,-41.86,-32.1,-13.59,-18.26,
85.748291,27.73216,15.07,12.28,14.33,14.27,19.53,,20.37,,13.15,,-10.8,,,,,14.22,,,,,,,-38.32,-19.41,19.25,,,,-35.08,,,-15.59,-10.32,,-18.23,13.73
85.748291,27.751607,20.75,14.56,21.24,14.66,,11.89,18.74,,17.0,17.51,,,10.22,,13.48,19.08,,10.73,,,,,-28.66,,10.3,,,11.39,,,,,,11.62,,
85.748291,27.771051,14.3,,,,,,,,,,,,,,,,,,,10.19,,,,,,,,,,,,,,,,
85.748291,27.790491,14.82,,,,-13.84,11.06,,-11.61,,,,,,-12.12,,,,,,,,,,,,,10.44,,,,12.24,,,,,
85.748291,27.809927,12.61,,11.33,,,,,,16.87,22.77,29.03,,15.61,,,,,,20.58,,18.76,10.77,,,,,15.31,,19.6,29.27,22.76,30.38,12.97,,,
85.748291,27.868216,19.16,,,20.93,,,-17.76,,,-10.73,,,,,11.75,,,,,,30.61,29.67,,,18.26,,,,,,,,,,,24.78
85.770264,27.71271,,,,,-20.65,-17.53,-22.62,-55.31,-40.57,-39.1,-60.21,-49.86,-24.1,-46.34,,,-20.12,-14.95,-11.4,-31.96,-10.28,,-39.09,-19.14,-19.29,-48.35,-24.39,-31.43,-64.43,-55.3,-44.72,-57.38,-47.85,-25.49,-46.28,-20.09
85.770264,27.73216,16.19,16.8,14.25,,12.25,,,-18.64,,,-11.94,-10.65,,,,19.81,10.61,13.98,,,,21.91,-25.72,-12.32,,,,,-28.7,-21.41,-20.86,-21.95,-19.1,,-17.36,
85.770264,27.751607,17.97,39.45,19.93,,,,,,,,,,,10.09,10.59,,,,,,,,,,,,,,,-10.27,,,,,,
85.770264,27.771051,20.42,,10.5,16.56,,13.22,,-13.57,,,,,,,10.21,18.01,,,11.23,14.58,14.19,,,,13.11,15.67,19.7,,,16.03,,12.67,,,-21.12,
85.770264,27.790491,19.13,,22.71,21.64,,19.74,12.03,-20.46,,14.04,11.53,,,-14.95,11.66,15.06,,14.37,,,13.22,11.07,,,,,15.98,,,10.42,,,10.93,,-11.67,
85.770264,27.809927,,,21.98,10.44,,15.44,,-29.84,,11.0,,,,,,,,,,-19.35,,,,,,,,,,10.01,,-12.85,,,-19.15,
85.770264,27.82936,14.83,27.04,,13.93,,,,-42.52,-12.55,,,,10.81,,,,,,,,14.72,14.5,,17.87,,,,,,20.45,,,,,,
85.770264,27.84879,,,,25.03,,,,,,,,10.68,,,17.89,,,,-11.09,,,,,17.29,,,,-22.95,,,-17.16,,,,,10.35
85.770264,27.868216,-12.06,,,-26.34,,,,,,,,,13.85,,,,,,-13.03,,,,,,,,,-25.98,,,-11.57,,,,,10.33
85.770264,27.887639,,,,,,,,,,,,,15.29,,16.32,12.0,,,,,,,,23.88,-17.19,,,,,,,,,,,13.82
85.770264,27.907058,11.11,,-10.57,-13.53,,-14.64,16.83,-18.7,,-12.71,-15.56,,41.31,-18.15,,37.79,,,10.4,-10.48,-17.06,,,-10.77,,10.81,,,,,,-17.04,,,10.66,13.9
85.792236,27.71271,,,,,-14.71,-18.13,-14.91,-29.81,-22.44,-19.59,-30.99,-22.25,,-34.29,,,-15.18,,,-15.74,,,-23.28,,,-31.17,-10.07,-24.13,-49.74,-41.26,-23.18,-46.36,-28.52,,-28.12,
85.792236,27.73216,14.82,15.28,11.29,,,-18.71,,-12.98,,,-20.18,-20.7,,,12.8,21.2,,,,-13.85,,,-18.72,,-14.34,-30.97,-20.17,-17.47,-36.59,-18.7,-22.84,-28.75,-15.35,,-23.9,
85.792236,27.751607,,,,,,,,,,,,,,,15.7,16.85,,15.52,,-12.5,10.34,,-12.37,,,-11.52,,,,,,,,15.23,,
85.792236,27.771051,28.26,,24.25,17.57,,15.05,19.11,,15.8,,,,14.19,,,18.13,,19.04,22.4,10.42,23.85,10.65,,,10.82,,18.09,,,15.15,,13.1,,14.51,,
85.792236,27.790491,,,18.44,,-10.79,,,,,,,,11.93,-15.62,,,,19.39,,,,,,,,,,-10.17,,,,11.98,-15.68,,-15.0,-13.36
85.792236,27.809927,,,36.81,24.39,,,,,,15.03,,39.67,15.27,,43.28,,,31.94,,,26.11,,,23.41,,,,,,13.87,12.68,12.48,32.65,,,24.44
85.792236,27.82936,,22.89,17.85,31.86,-16.47,18.37,,,-24.93,,15.96,11.78,15.61,17.2,18.88,17.79,17.45,,,37.46,24.3,13.91,,24.63,15.04,11.57,,,,18.22,-13.97,-18.83,,,,
85.792236,27.926474,,,30.32,,,,,,,,,-11.72,10.83,,,25.88,,,-14.52,,,-23.03,,,,,,-11.21,,,,,,,,-19.98
85.792236,27.945886,-31.89,,,,,-14.7,-15.65,,,,,,,,,-10.44,,,,,,,,,-27.6,,,,,-19.79,-27.26,,-17.51,-13.6,,
85.792236,27.965294,,,18.58,11.34,,17.34,,,,12.17,,21.92,,,,25.53,,,21.0,,,,,,,,,10.74,,,12.48,,,,,
85.814209,27.71271,,,,14.45,,-13.97,,,,,,-10.33,,,,14.62,,12.0,,,,,,,,,-14.19,-21.83,,-14.88,,,-14.4,,,
85.814209,27.73216,12.9,,,,,-17.9,,,,,,-10.91,,,,,,,,-21.47,,,-10.48,,,-14.03,,-10.6,-19.29,,,-15.43,,,-16.24,
85.814209,27.751607,13.95,,10.5,,,,,,,,,,,,,,-21.14,,,-17.89,,,,,,-22.38,,-11.75,-15.5,,-10.11,-20.35,,,-13.2,
85.814209,27.771051,10.71,,11.78,,,,16.57,,22.35,14.87,,,,,,,-11.46,12.6,,-10.74,12.02,,,,,-19.73,18.06,,-13.49,,,,,20.57,,
85.836182,27.71271,21.02,24.18,16.02,24.3,14.6,,23.46,29.91,14.92,,15.84,,19.5,-11.33,13.94,11.51,,10.49,,,24.2,14.42,,,10.08,-16.14,15.19,,,,,-14.06,-10.03,,-10.54,
85.836182,27.73216,15.87,,13.56,,,,11.55,,16.72,10.22,,,14.64,,17.04,,,,,-12.63,,,,,,-20.21,,,-14.67,,,-11.58,,,,
85.836182,27.751607,16.19,12.0,13.64,,,,,12.69,,,,,,,,,,,,-11.1,,,,,,-13.04,,,,,,,,,,
85.836182,27.771051,,,23.04,11.31,,,13.15,,14.0,16.06,15.45,,,,,11.08,,,10.59,,10.63,,,14.42,,-15.44,,,,,,,,,,
